pair,scenario,condition,correct,final_choice,n_turns
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tape,mutual_coop,1,shelf,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tape,mutual_coop,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tape,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ticket,mutual_coop,0,bag,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ticket,mutual_coop,1,pocket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ticket,mutual_coop,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ticket,mutual_coop,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ticket,mutual_coop,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,towel,mutual_coop,1,rack,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,towel,mutual_coop,1,rack,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,towel,mutual_coop,1,rack,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,towel,mutual_coop,1,rack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,towel,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,toy,mutual_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,toy,mutual_coop,1,bin,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,toy,mutual_coop,1,bin,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,toy,mutual_coop,1,bin,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,toy,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tray,mutual_coop,0,counter,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tray,mutual_coop,1,oven,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tray,mutual_coop,1,oven,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tray,mutual_coop,1,oven,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tray,mutual_coop,1,oven,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,umbrella,mutual_coop,1,hook,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,umbrella,mutual_coop,1,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,umbrella,mutual_coop,1,hook,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,umbrella,mutual_coop,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,umbrella,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,vase,mutual_coop,1,mantle,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,vase,mutual_coop,1,mantle,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,vase,mutual_coop,1,mantle,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,vase,mutual_coop,1,mantle,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,vase,mutual_coop,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,wallet,mutual_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wallet,mutual_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wallet,mutual_coop,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wallet,mutual_coop,0,,3
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wallet,mutual_coop,1,drawer,2
Qwen3-8B × Qwen3-8B,wallet,mutual_coop,1,drawer,2
Qwen_Qwen3-14B × Qwen_Qwen3-14B,wallet,mutual_coop,1,drawer,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wallet,mutual_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,watch,mutual_coop,0,,9
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,watch,mutual_coop,1,nightstand,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,watch,mutual_coop,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,watch,mutual_coop,1,nightstand,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,watch,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,whisk,mutual_coop,0,hook,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,whisk,mutual_coop,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,whisk,mutual_coop,1,drawer,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,whisk,mutual_coop,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,whisk,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wire,mutual_coop,0,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wire,mutual_coop,1,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wire,mutual_coop,1,bench,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wire,mutual_coop,1,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wire,mutual_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wrench,mutual_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wrench,mutual_coop,1,toolbox,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wrench,mutual_coop,1,toolbox,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wrench,mutual_coop,1,toolbox,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wrench,mutual_coop,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,apron,mutual_incoh,1,drawer,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,apron,mutual_incoh,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,apron,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,apron,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,apron,mutual_incoh,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,badge,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,badge,mutual_incoh,0,hook,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,badge,mutual_incoh,0,,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,badge,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,badge,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ball,mutual_incoh,1,garage,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ball,mutual_incoh,1,garage,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ball,mutual_incoh,1,garage,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ball,mutual_incoh,1,garage,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ball,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,belt,mutual_incoh,1,chair,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,belt,mutual_incoh,0,closet,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,belt,mutual_incoh,1,chair,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,belt,mutual_incoh,0,closet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,belt,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,binder,mutual_incoh,1,desk,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,binder,mutual_incoh,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,binder,mutual_incoh,0,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,binder,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,binder,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,blanket,mutual_incoh,1,bed,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,blanket,mutual_incoh,1,bed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,blanket,mutual_incoh,1,bed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,blanket,mutual_incoh,1,bed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,blanket,mutual_incoh,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,book,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,book,mutual_incoh,1,shelf,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,book,mutual_incoh,1,shelf,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,book,mutual_incoh,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,book,mutual_incoh,1,shelf,2
Qwen3-8B × Qwen3-8B,book,mutual_incoh,0,,16
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,book,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bottle,mutual_incoh,1,counter,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bottle,mutual_incoh,1,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bottle,mutual_incoh,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bottle,mutual_incoh,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bottle,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bowl,mutual_incoh,1,table,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bowl,mutual_incoh,0,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bowl,mutual_incoh,0,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bowl,mutual_incoh,1,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bowl,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,broom,mutual_incoh,1,closet,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,broom,mutual_incoh,1,closet,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,broom,mutual_incoh,1,closet,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,broom,mutual_incoh,1,closet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,broom,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,brush,mutual_incoh,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,brush,mutual_incoh,1,drawer,10
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,brush,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,brush,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,brush,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bulb,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bulb,mutual_incoh,1,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bulb,mutual_incoh,0,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bulb,mutual_incoh,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,mutual_incoh,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cable,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cable,mutual_incoh,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cable,mutual_incoh,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cable,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cable,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,camera,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,camera,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,camera,mutual_incoh,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,camera,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,camera,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,candle,mutual_incoh,1,mantle,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,candle,mutual_incoh,0,table,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,candle,mutual_incoh,1,mantle,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,candle,mutual_incoh,1,mantle,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,candle,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chain,mutual_incoh,1,hook,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chain,mutual_incoh,0,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chain,mutual_incoh,0,box,14
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chain,mutual_incoh,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chain,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chalk,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chalk,mutual_incoh,1,box,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chalk,mutual_incoh,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chalk,mutual_incoh,0,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chalk,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,charger,mutual_incoh,1,desk,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,charger,mutual_incoh,1,desk,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,charger,mutual_incoh,0,,14
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,charger,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,charger,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clip,mutual_incoh,1,desk,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clip,mutual_incoh,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clip,mutual_incoh,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clip,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clip,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clipboard,mutual_incoh,1,desk,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clipboard,mutual_incoh,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clipboard,mutual_incoh,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clipboard,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clipboard,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cloth,mutual_incoh,1,basket,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cloth,mutual_incoh,1,basket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cloth,mutual_incoh,1,basket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cloth,mutual_incoh,1,basket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cloth,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,coin,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,coin,mutual_incoh,1,pocket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,coin,mutual_incoh,1,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,coin,mutual_incoh,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,coin,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,comb,mutual_incoh,1,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,comb,mutual_incoh,1,drawer,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,comb,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,comb,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,comb,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cord,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cord,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cord,mutual_incoh,1,basket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cord,mutual_incoh,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cord,mutual_incoh,0,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cup,mutual_incoh,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cup,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cup,mutual_incoh,0,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cup,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cup,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,dice,mutual_incoh,0,cup,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,dice,mutual_incoh,1,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,dice,mutual_incoh,0,,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,dice,mutual_incoh,1,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,dice,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,drill,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,drill,mutual_incoh,1,bench,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,drill,mutual_incoh,1,bench,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,drill,mutual_incoh,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,drill,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fan,mutual_incoh,1,shelf,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fan,mutual_incoh,0,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fan,mutual_incoh,0,floor,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fan,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fan,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,film,mutual_incoh,1,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,film,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,film,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,film,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,film,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flag,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flag,mutual_incoh,1,pole,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flag,mutual_incoh,0,box,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flag,mutual_incoh,1,pole,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flag,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flashlight,mutual_incoh,1,drawer,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flashlight,mutual_incoh,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flashlight,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flashlight,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flashlight,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flask,mutual_incoh,1,locker,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flask,mutual_incoh,1,locker,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flask,mutual_incoh,1,locker,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flask,mutual_incoh,1,locker,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flask,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fork,mutual_incoh,1,counter,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fork,mutual_incoh,1,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fork,mutual_incoh,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fork,mutual_incoh,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fork,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,frame,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,frame,mutual_incoh,1,wall,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,frame,mutual_incoh,1,wall,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,frame,mutual_incoh,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,frame,mutual_incoh,1,wall,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,glasses,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glasses,mutual_incoh,1,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glasses,mutual_incoh,0,counter,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glasses,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glasses,mutual_incoh,1,shelf,2
Qwen3-8B × Qwen3-8B,glasses,mutual_incoh,1,shelf,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glasses,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,globe,mutual_incoh,1,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,globe,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,globe,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,globe,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,globe,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glove,mutual_incoh,1,bench,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glove,mutual_incoh,1,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glove,mutual_incoh,1,bench,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glove,mutual_incoh,1,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glove,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hammer,mutual_incoh,1,floor,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hammer,mutual_incoh,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hammer,mutual_incoh,1,floor,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hammer,mutual_incoh,1,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hammer,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hat,mutual_incoh,0,,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hat,mutual_incoh,1,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hat,mutual_incoh,1,hook,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hat,mutual_incoh,1,hook,2
Qwen3-8B × Qwen3-8B,hat,mutual_incoh,1,hook,8
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hat,mutual_incoh,0,,16
